date,"Caledonia Energy Partners, L.L.C.",BayGas Storage,East Cheyenne Gas Storage,Freebird Gas Storage L.L.C.
2017-11-22 22:05:00,0,-21147,42879,0
2017-11-21 22:05:00,-45000,15792,44973,-45000
2017-11-20 22:05:00,-45000,45763,45786,-45000
2017-11-19 22:05:00,-25000,53563,45786,-25000
2017-11-18 22:05:00,0,78563,45786,0
2017-11-17 22:05:00,0,154230,47394,0
2017-11-16 22:05:00,0,100008,38882,0
2017-11-15 22:05:00,0,-3467,38882,0
2017-11-14 22:05:00,0,-98678,38882,0
2017-11-13 22:05:00,0,-61257,6529,0
2017-11-12 22:05:00,0,-3279,58424,0
2017-11-11 22:05:00,-30000,26721,58424,-30000
2017-11-10 22:05:00,-40000,-50149,38882,-40000
2017-11-09 22:05:00,-20000,-26924,-46140,-20000
2017-11-08 22:05:00,-25000,-17596,-8770,-25000
2017-11-07 22:05:00,-45000,-76011,-81609,-45000
2017-11-06 22:05:00,0,-157279,67163,0
2017-11-05 22:05:00,0,-55636,54907,0
2017-11-04 22:05:00,0,-55666,54907,0
2017-11-03 22:05:00,0,-229220,46383,0
2017-11-02 22:05:00,0,-246604,-25557,0
2017-11-01 22:05:00,0,-340663,60655,0
2017-10-31 22:05:00,-60000,227702,-187986,-60000
2017-10-30 22:05:00,-40000,227861,-83110,-40000
2017-10-29 22:05:00,-40000,228286,28467,-40000
2017-10-28 22:05:00,0,101236,28467,0
2017-10-27 22:05:00,0,102891,36805,0
2017-10-26 22:05:00,-39636,80177,-93873,-30000
2017-10-25 22:05:00,0,186179,29939,0
2017-10-24 22:05:00,0,97251,-43798,0
2017-10-23 22:05:00,0,72037,35140,0
2017-10-22 22:05:00,0,75804,68270,0
2017-10-21 22:05:00,0,189880,68270,0
2017-10-20 22:05:00,0,103090,34394,0
2017-10-19 22:05:00,0,84781,67202,0
2017-10-18 22:05:00,0,95989,42896,0
2017-10-17 22:05:00,0,-1887,45914,0
2017-10-16 22:05:00,0,-11105,70019,0
2017-10-15 22:05:00,0,-1184,70019,0
2017-10-14 22:05:00,0,-1184,70019,0
2017-10-13 22:05:00,0,30643,53809,0
2017-10-12 22:05:00,-28000,6088,-6933,0
2017-10-11 22:05:00,-40000,-87725,22382,-40000
2017-10-10 22:05:00,-60500,-212547,53734,-50000
2017-10-09 22:05:00,-45000,-321754,22948,-45000
2017-10-08 22:05:00,-40000,-197584,46156,-40000
2017-10-07 22:05:00,0,-110321,46156,0
2017-10-06 22:05:00,0,25268,46156,0
2017-10-05 22:05:00,0,101219,38963,0
2017-10-04 22:05:00,0,130445,72207,0
2017-10-03 22:05:00,0,64692,66827,0
2017-10-02 22:05:00,0,77724,74999,0
2017-10-01 22:05:00,0,90285,5000,0
