date,tsp_name,loc,tsq
"December 1, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"December 1, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,89794
"December 1, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-5000
"November 30, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"November 30, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,95762
"November 30, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-40388
"November 29, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"November 29, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,14140
"November 29, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-85398
"November 28, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"November 28, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,14140
"November 28, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-180398
"November 27, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"November 27, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,14140
"November 27, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-140398
"November 26, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"November 26, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,95772
"November 26, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-40398
"November 25, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"November 25, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,95772
"November 25, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-40398
"November 24, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"November 24, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,95772
"November 24, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-40398
"November 23, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"November 23, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,95772
"November 23, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-40398
"November 22, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"November 22, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,95772
"November 22, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-40398
"November 21, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"November 21, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,95772
"November 21, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-71398
"November 20, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"November 20, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,95772
"November 20, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-76398
"November 19, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"November 19, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,95772
"November 19, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-81398
"November 18, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"November 18, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,95772
"November 18, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-71398
"November 17, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"November 17, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,95772
"November 17, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-71398
"November 16, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"November 16, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,14140
"November 16, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-140398
"November 15, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"November 15, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,14140
"November 15, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-190398
"November 14, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"November 14, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,14140
"November 14, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-120398
"November 13, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"November 13, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,14140
"November 13, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-111398
"November 12, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"November 12, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,75364
"November 12, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-58398
"November 11, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"November 11, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,75364
"November 11, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-58398
"November 10, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"November 10, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,54956
"November 10, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-58398
"November 9, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"November 9, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,54956
"November 9, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-102398
"November 8, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"November 8, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,54956
"November 8, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-50398
"November 7, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"November 7, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,96269
"November 7, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-50398
"November 6, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"November 6, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,146772
"November 6, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-47998
"November 5, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"November 5, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,195364
"November 5, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-40398
"November 4, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"November 4, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,195364
"November 4, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-40398
"November 3, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"November 3, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,160956
"November 3, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-40398
"November 2, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"November 2, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,85956
"November 2, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-31469
"November 1, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"November 1, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,116180
"November 1, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-8818
"October 31, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"October 31, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,65786
"October 31, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-22591
"October 30, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"October 30, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,26298
"October 30, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-21307
"October 29, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"October 29, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,127138
"October 29, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-21307
"October 28, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"October 28, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,127138
"October 28, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-21307
"October 27, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"October 27, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,127138
"October 27, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-21307
"October 26, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"October 26, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,65914
"October 26, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-36307
"October 25, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"October 25, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,25098
"October 25, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-56307
"October 24, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"October 24, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,25098
"October 24, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-51307
"October 23, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"October 23, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,65914
"October 23, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-51307
"October 22, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"October 22, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,66098
"October 22, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-61307
"October 21, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"October 21, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,168138
"October 21, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-21307
"October 20, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"October 20, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,168138
"October 20, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-21307
"October 19, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"October 19, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,86322
"October 19, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-21307
"October 18, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"October 18, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,56098
"October 18, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-81307
"October 17, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"October 17, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,25098
"October 17, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-41807
"October 16, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"October 16, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,25098
"October 16, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-41807
"October 15, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"October 15, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,25098
"October 15, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-21807
"October 14, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"October 14, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,65914
"October 14, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-21307
"October 13, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"October 13, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,127138
"October 13, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-21307
"October 12, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"October 12, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,86322
"October 12, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-21307
"October 11, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"October 11, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,86322
"October 11, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-21807
"October 10, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"October 10, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,65914
"October 10, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-51807
"October 9, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"October 9, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,65914
"October 9, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-54007
"October 8, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"October 8, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,65914
"October 8, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-19288
"October 7, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"October 7, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,65914
"October 7, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-20857
"October 6, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"October 6, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,45506
"October 6, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-20857
"October 5, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"October 5, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,25098
"October 5, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-52149
"October 4, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"October 4, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,45506
"October 4, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-82149
"October 3, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"October 3, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,25098
"October 3, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-37149
"October 2, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"October 2, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,25098
"October 2, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-15000
"October 1, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"October 1, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,25098
"October 1, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,0
"September 30, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"September 30, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,92963
"September 30, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-33343
"September 29, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"September 29, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,123565
"September 29, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-33333
"September 28, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"September 28, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,41933
"September 28, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-63333
"September 27, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"September 27, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,41933
"September 27, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-83333
"September 26, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"September 26, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,41933
"September 26, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-73333
"September 25, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"September 25, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,41933
"September 25, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-33333
"September 24, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"September 24, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,143973
"September 24, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-33333
"September 23, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"September 23, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,62341
"September 23, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-33333
"September 22, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"September 22, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,72545
"September 22, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-33333
"September 21, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"September 21, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,41933
"September 21, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-33333
"September 20, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"September 20, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,41933
"September 20, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-113333
"September 19, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"September 19, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,41933
"September 19, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-93333
"September 18, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"September 18, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,41933
"September 18, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-88333
"September 17, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"September 17, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,41933
"September 17, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-73333
"September 16, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"September 16, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,61321
"September 16, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-33333
"September 15, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"September 15, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,41933
"September 15, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-73333
"September 14, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"September 14, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,41933
"September 14, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-104333
"September 13, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"September 13, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,41933
"September 13, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-73333
"September 12, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"September 12, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,82749
"September 12, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-33333
"September 11, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"September 11, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,82749
"September 11, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-95333
"September 10, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"September 10, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,41933
"September 10, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-33333
"September 9, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"September 9, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,103157
"September 9, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-33333
"September 8, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"September 8, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,82749
"September 8, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-33333
"September 7, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"September 7, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,62341
"September 7, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-43333
"September 6, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"September 6, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,41933
"September 6, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-139833
"September 5, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"September 5, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,41933
"September 5, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-135333
"September 4, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"September 4, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,41933
"September 4, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-78333
"September 3, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"September 3, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,8600
"September 3, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,0
"September 2, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"September 2, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,29008
"September 2, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,0
"September 1, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"September 1, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,49832
"September 1, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,0
"August 31, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"August 31, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,63174
"August 31, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,0
"August 30, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"August 30, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,1950
"August 30, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-71000
"August 29, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"August 29, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,1950
"August 29, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-60000
"August 28, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"August 28, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,1950
"August 28, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-111000
"August 27, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"August 27, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,1950
"August 27, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-122000
"August 26, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"August 26, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,1950
"August 26, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-62000
"August 25, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"August 25, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,1950
"August 25, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-62000
"August 24, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"August 24, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,42766
"August 24, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,0
"August 23, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"August 23, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,1950
"August 23, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-40000
"August 22, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"August 22, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,1950
"August 22, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-93900
"August 21, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"August 21, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,1950
"August 21, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-81000
"August 20, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"August 20, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,1950
"August 20, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-40000
"August 19, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"August 19, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,1950
"August 19, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-20000
"August 18, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"August 18, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,1950
"August 18, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,0
"August 17, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"August 17, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,1950
"August 17, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-71000
"August 16, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"August 16, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,1950
"August 16, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-91000
"August 15, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"August 15, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,1950
"August 15, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-71000
"August 14, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"August 14, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,22358
"August 14, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,-30000
"August 13, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"August 13, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,22358
"August 13, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,0
"August 12, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"August 12, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,1950
"August 12, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,0
"August 11, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"August 11, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,63174
"August 11, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,012709,0
"August 10, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,0002,0
"August 10, 2018 10:05 PM CT",Freebird Gas Storage L.L.C.,021039,1950
